School ID,Name of School,"Elementary, Middle, or High School",Street Address,City,State,ZIP Code,Network Manager,Collaborative Name,Safety Score,Family Involvement Score,Environment Score,Instruction Score,Leaders Score ,Teachers Score,Parent Engagement Score,Parent Environment Score,Average Student Attendance,Rate of Misconducts (per 100 students),Average Teacher Attendance,College Eligibility %,Graduation Rate %,College Enrollment Rate %,College Enrollment,Community Area Name
610104,William J Onahan Elementary School,ES,6634 W Raven St ,Chicago,IL,60631,O'Hare Elementary Network,NORTH-NORTHWEST SIDE COLLABORATIVE,64,59,29,27,32,39,47,44,0.957,6.9,0.961,,,,687,NORWOOD PARK
609678,William Jones College Preparatory High School,HS,606 S State St ,Chicago,IL,60605,South Side High School Network,SOUTH SIDE COLLABORATIVE,92,,64,67,,,,,0.938,4.5,0.953,83.3,90.1,86.9,871,LOOP
610193,William K New Sullivan Elementary School,ES,8331 S Mackinaw ,Chicago,IL,60617,Skyway Elementary Network,SOUTH SIDE COLLABORATIVE,27,42,35,40,58,33,47,54,0.903,27.3,0.94,,,,527,SOUTH CHICAGO
610123,William Penn Elementary School,ES,1616 S Avers Ave ,Chicago,IL,60623,Austin-North Lawle Elementary Network,WEST SIDE COLLABORATIVE,78,,99,99,,,52,53,0.918,5.7,0.952,,,,423,NORTH LAWLE
609949,William P Gray Elementary School,ES,3730 N Laramie Ave ,Chicago,IL,60641,O'Hare Elementary Network,NORTH-NORTHWEST SIDE COLLABORATIVE,57,,44,35,,,47,50,0.956,5.9,0.959,,,,1345,PORTAGE PARK
610097,William P Nixon Elementary School,ES,2121 N Keeler Ave ,Chicago,IL,60639,Fullerton Elementary Network,NORTH-NORTHWEST SIDE COLLABORATIVE,52,,70,62,,,46,47,0.956,3.5,0.958,,,,1061,HERMOSA
609711,William Rainey Harper High School,HS,6520 S Wood St ,Chicago,IL,60636,Southwest Side High School Network,SOUTHWEST SIDE COLLABORATIVE,22,32,39,42,31,31,49,53,0.73,63.6,0.947,5.9,37,40.3,621,WEST ENGLEWOOD
610232,Williams Multiplex Elementary School,ES,2710 S Dearborn St ,Chicago,IL,60616,Burnham Park Elementary Network,SOUTH SIDE COLLABORATIVE,,,,,,,50,50,0.916,17,0.959,,,,266,DOUGLAS
610336,Williams Preparatory Academy Middle School,MS,2710 S Dearborn St ,Chicago,IL,60616,Burnham Park Elementary Network,SOUTH SIDE COLLABORATIVE,49,,42,48,,,53,56,0.933,14.8,0.924,,,,125,DOUGLAS
610172,William T Sherman Elementary School,ES,1000 W 52nd St ,Chicago,IL,60609,AUSL Schools,SOUTHWEST SIDE COLLABORATIVE,32,,46,55,,,49,52,0.923,230.6,0.95,,,,462,NEW CITY
609844,William W Carter Elementary School,ES,5740 S Michigan Ave ,Chicago,IL,60637,Burnham Park Elementary Network,SOUTH SIDE COLLABORATIVE,13,49,33,35,56,62,46,46,0.912,27,0.959,,,,371,WASHINGTON PARK
610308,Wilma Rudolph Elementary Learning Center,ES,110 N Paulina St ,Chicago,IL,60612,Fulton Elementary Network,WEST SIDE COLLABORATIVE,,,,,,,57,60,0.8,0,0.956,,,,100,NEAR WEST SIDE
610088,Wolfgang A Mozart Elementary School,ES,2200 N Hamlin Ave ,Chicago,IL,60647,Fullerton Elementary Network,NORTH-NORTHWEST SIDE COLLABORATIVE,41,,56,32,,,50,54,0.952,3.6,0.964,,,,748,LOGAN SQUARE
609977,Woodlawn Community Elementary School,ES,6657 S Kimbark Ave ,Chicago,IL,60637,Burnham Park Elementary Network,SOUTH SIDE COLLABORATIVE,70,,80,66,,,59,54,0.939,12.4,0.943,,,,238,WOODLAWN
610392,World Language Academy High School,HS,3120 S Kostner Ave ,Chicago,IL,60623,West Side High School Network,WEST SIDE COLLABORATIVE,51,33,49,47,49,49,50,46,0.916,4,0.96,14.6,69.4,48.1,382,SOUTH LAWLE
