School ID,Name of School,"Elementary, Middle, or High School",Street Address,City,State,ZIP Code,Network Manager,Collaborative Name,Safety Score,Family Involvement Score,Environment Score,Instruction Score,Leaders Score ,Teachers Score,Parent Engagement Score,Parent Environment Score,Average Student Attendance,Rate of Misconducts (per 100 students),Average Teacher Attendance,College Eligibility %,Graduation Rate %,College Enrollment Rate %,College Enrollment,Community Area Name
610038,Abraham Lincoln Elementary School,ES,615 W Kemper Pl ,Chicago,IL,60614,Fullerton Elementary Network,NORTH-NORTHWEST SIDE COLLABORATIVE,99,99,74,66,65,70,56,47,0.96,2,0.964,,,,813,LINCOLN PARK
610281,Adam Clayton Powell Paideia Community Academy Elementary School,ES,7511 S South Shore Dr ,Chicago,IL,60649,Skyway Elementary Network,SOUTH SIDE COLLABORATIVE,54,66,74,84,63,76,46,50,0.956,15.7,0.953,,,,521,SOUTH SHORE
610185,Adlai E Stevenson Elementary School,ES,8010 S Kostner Ave ,Chicago,IL,60652,Midway Elementary Network,SOUTHWEST SIDE COLLABORATIVE,61,,50,36,,,47,41,0.957,2.3,0.947,,,,1324,ASHBURN
609993,Agustin Lara Elementary Academy,ES,4619 S Wolcott Ave ,Chicago,IL,60609,Pershing Elementary Network,SOUTHWEST SIDE COLLABORATIVE,56,44,45,37,65,48,53,58,0.955,10.4,0.958,,,,556,NEW CITY
610513,Air Force Academy High School,HS,3630 S Wells St ,Chicago,IL,60609,Southwest Side High School Network,SOUTHWEST SIDE COLLABORATIVE,49,60,60,55,45,54,53,49,0.933,15.6,0.969,,,,302,ARMOUR SQUARE
610212,Albany Park Multicultural Academy,MS,4929 N Sawyer Ave ,Chicago,IL,60625,O'Hare Elementary Network,NORTH-NORTHWEST SIDE COLLABORATIVE,66,37,66,71,43,50,46,51,0.97,2.3,0.969,,,,266,ALBANY PARK
609720,Albert G Lane Technical High School,HS,2501 W Addison St ,Chicago,IL,60618,North-Northwest Side High School Network,NORTH-NORTHWEST SIDE COLLABORATIVE,88,,62,52,,,,,0.963,2.1,0.962,67.9,92.2,79.8,4368,NORTH CENTER
610342,Albert R Sabin Elementary Magnet School,ES,2216 W Hirsch St ,Chicago,IL,60622,Fulton Elementary Network,WEST SIDE COLLABORATIVE,67,,30,18,,,,,0.947,28.1,0.95,,,,620,WEST TOWN
610524,Alcott High School for the Humanities,HS,2957 N Hoyne Ave ,Chicago,IL,60618,North-Northwest Side High School Network,NORTH-NORTHWEST SIDE COLLABORATIVE,70,,67,51,,,57,43,0.927,7.1,0.969,,,,232,NORTH CENTER
610209,Alessandro Volta Elementary School,ES,4950 N Avers Ave ,Chicago,IL,60625,O'Hare Elementary Network,NORTH-NORTHWEST SIDE COLLABORATIVE,43,61,28,37,62,56,51,53,0.964,22.5,0.959,,,,1023,ALBANY PARK
609799,Alexander Graham Bell Elementary School,ES,3730 N Oakley Ave ,Chicago,IL,60618,Ravenswood-Ridge Elementary Network,NORTH-NORTHWEST SIDE COLLABORATIVE,99,88,64,46,51,51,,,0.963,6.3,0.959,,,,998,NORTH CENTER
609947,Alexander Graham Elementary School,ES,4436 S Union Ave ,Chicago,IL,60609,Pershing Elementary Network,SOUTHWEST SIDE COLLABORATIVE,49,30,31,33,30,41,48,51,0.925,27.4,0.95,,,,476,NEW CITY
609963,Alexander Hamilton Elementary School,ES,1650 W Cornelia Ave ,Chicago,IL,60657,Ravenswood-Ridge Elementary Network,NORTH-NORTHWEST SIDE COLLABORATIVE,73,64,60,59,59,48,57,54,0.953,12.5,0.974,,,,307,LAKE VIEW
610210,Alexander von Humboldt Elementary School,ES,2620 W Hirsch St ,Chicago,IL,60622,Fulton Elementary Network,WEST SIDE COLLABORATIVE,31,,32,45,,,43,44,0.925,185.5,0.96,,,,398,WEST TOWN
609808,Alex Haley Elementary Academy,ES,11411 S Eggleston Ave ,Chicago,IL,60628,Rock Island Elementary Network,FAR SOUTH SIDE COLLABORATIVE,28,,58,60,,,47,49,0.949,2.9,0.947,,,,525,ROSELAND
610028,Alfred David Kohn Elementary School,ES,10414 S State St ,Chicago,IL,60628,Rock Island Elementary Network,FAR SOUTH SIDE COLLABORATIVE,19,26,22,13,21,19,47,45,0.901,31.2,0.942,,,,428,ROSELAND
610098,Alfred Nobel Elementary School,ES,4127 W Hirsch St ,Chicago,IL,60651,Garfield-Humboldt Elementary Network,WEST SIDE COLLABORATIVE,37,34,37,35,48,36,48,51,0.946,24.8,0.952,,,,801,HUMBOLDT PARK
609788,Alice L Barnard Computer Math & Science Center Elementary School,ES,10354 S Charles St ,Chicago,IL,60643,Rock Island Elementary Network,FAR SOUTH SIDE COLLABORATIVE,46,,39,58,,,69,51,0.956,28.5,0.95,,,,274,BEVERLY
610334,Al Raby High School,HS,3545 W Fulton Blvd ,Chicago,IL,60624,West Side High School Network,WEST SIDE COLLABORATIVE,52,,51,53,,,,,0.803,14,0.951,13.5,72.2,64.2,551,EAST GARFIELD PARK
610131,Ambrose Plamondon Elementary School,ES,2642 W 15th Pl ,Chicago,IL,60608,Austin-North Lawle Elementary Network,WEST SIDE COLLABORATIVE,45,,32,28,,,45,41,0.969,0.6,0.966,,,,171,NORTH LAWLE
610316,Amelia Earhart Options for Knowledge Elementary School,ES,1710 E 93rd St ,Chicago,IL,60617,Skyway Elementary Network,SOUTH SIDE COLLABORATIVE,81,63,60,73,34,54,,,0.963,33.4,0.954,,,,264,CALUMET HEIGHTS
609780,Ames Middle School,MS,1920 N Hamlin Ave ,Chicago,IL,60647,Fullerton Elementary Network,NORTH-NORTHWEST SIDE COLLABORATIVE,38,17,27,35,26,26,50,50,0.943,5.3,0.96,,,,586,LOGAN SQUARE
610339,Amos Alonzo Stagg Elementary School,ES,7424 S Morgan St ,Chicago,IL,60621,Englewood-Gresham Elementary Network,SOUTHWEST SIDE COLLABORATIVE,23,35,35,42,25,42,44,50,0.914,34.3,0.955,,,,539,ENGLEWOOD
610320,Ana Roque de Duprey Elementary School,ES,2620 W Hirsch St ,Chicago,IL,60622,Fulton Elementary Network,WEST SIDE COLLABORATIVE,57,,12,14,,,53,57,0.954,77.5,0.956,,,,114,WEST TOWN
609837,Andrew Carnegie Elementary School,ES,1414 E 61st Pl ,Chicago,IL,60637,Burnham Park Elementary Network,SOUTH SIDE COLLABORATIVE,48,51,37,63,42,31,49,49,0.946,6.2,0.944,,,,730,WOODLAWN
610060,Andrew Jackson Elementary Language Academy,ES,1340 W Harrison St ,Chicago,IL,60607,Fulton Elementary Network,WEST SIDE COLLABORATIVE,86,,57,46,,,,,0.974,0.7,0.961,,,,556,NEAR WEST SIDE
609869,Anna R. Langford Community Academy,ES,6010 S Throop St ,Chicago,IL,60636,Englewood-Gresham Elementary Network,SOUTHWEST SIDE COLLABORATIVE,31,31,54,32,49,50,53,52,0.918,29,0.954,,,,339,WEST ENGLEWOOD
610084,Annie Keller Elementary Gifted Magnet School,ES,3020 W 108th St ,Chicago,IL,60655,Rock Island Elementary Network,FAR SOUTH SIDE COLLABORATIVE,99,97,85,82,94,82,68,60,0.975,4.9,0.965,,,,245,MOUNT GREENWOOD
610229,A.N. Pritzker School,ES,2009 W Schiller St ,Chicago,IL,60622,Fulton Elementary Network,WEST SIDE COLLABORATIVE,59,,58,61,,,,,0.946,36.5,0.956,,,,669,WEST TOWN
610277,Anthony Overton Elementary School,ES,221 E 49th St ,Chicago,IL,60615,Burnham Park Elementary Network,SOUTH SIDE COLLABORATIVE,32,,64,76,,,52,55,0.905,24.9,0.949,,,,436,GRAND BOULEVARD
609951,Ariel Elementary Community Academy,ES,1119 E 46th St ,Chicago,IL,60653,Burnham Park Elementary Network,SOUTH SIDE COLLABORATIVE,,,,,,,51,50,0.955,5.4,0.96,,,,550,KENWOOD
610161,Arna Wendell Bontemps Elementary School,ES,1241 W 58th St ,Chicago,IL,60636,Englewood-Gresham Elementary Network,SOUTHWEST SIDE COLLABORATIVE,33,,48,59,,,53,52,0.942,31.2,0.958,,,,345,WEST ENGLEWOOD
610171,Arnold Mireles Elementary Academy,ES,9000 S Exchange Ave ,Chicago,IL,60617,Skyway Elementary Network,SOUTH SIDE COLLABORATIVE,27,,43,54,,,48,51,0.928,11.8,0.952,,,,905,SOUTH CHICAGO
610037,Arthur A Libby Elementary School,ES,5300 S Loomis Blvd ,Chicago,IL,60609,Pershing Elementary Network,SOUTHWEST SIDE COLLABORATIVE,36,,60,60,,,48,52,0.908,21.6,0.951,,,,539,NEW CITY
609887,Arthur Dixon Elementary School,ES,8306 S Saint Lawrence Ave ,Chicago,IL,60619,Skyway Elementary Network,SOUTH SIDE COLLABORATIVE,47,,47,52,,,,,0.948,32.2,0.956,,,,652,CHATHAM
609836,Arthur E Canty Elementary School,ES,3740 N Panama Ave ,Chicago,IL,60634,O'Hare Elementary Network,NORTH-NORTHWEST SIDE COLLABORATIVE,87,64,70,64,49,47,66,53,0.961,2.3,0.961,,,,784,DUNNING
610268,Arthur R Ashe Elementary School,ES,8505 S Ingleside Ave ,Chicago,IL,60619,Skyway Elementary Network,SOUTH SIDE COLLABORATIVE,,,,,,,39,46,0.879,41.6,0.934,,,,459,CHATHAM
609941,Asa Philip Randolph Elementary School,ES,7316 S Hoyne Ave ,Chicago,IL,60636,Englewood-Gresham Elementary Network,SOUTHWEST SIDE COLLABORATIVE,15,,41,48,,,45,49,0.921,43.5,0.953,,,,573,WEST ENGLEWOOD
610287,Ashburn Community Elementary School,ES,8300 S Saint Louis Ave ,Chicago,IL,60652,Midway Elementary Network,SOUTHWEST SIDE COLLABORATIVE,48,76,52,40,68,70,51,50,0.955,28.5,0.971,,,,490,ASHBURN
609820,Augustus H Burley Elementary School,ES,1630 W Barry Ave ,Chicago,IL,60657,Ravenswood-Ridge Elementary Network,NORTH-NORTHWEST SIDE COLLABORATIVE,99,,78,65,,,59,49,0.965,0.7,0.95,,,,572,LAKE VIEW
400018,Austin Business and Entrepreneurship Academy High School,HS,231 N Pine Ave ,Chicago,IL,60644,West Side High School Network,WEST SIDE COLLABORATIVE,38,,41,33,,,,,0.76,12.4,0,12.2,65.6,51.3,316,AUSTIN
610169,Austin O Sexton Elementary School,ES,6020 S Langley Ave ,Chicago,IL,60637,Burnham Park Elementary Network,SOUTH SIDE COLLABORATIVE,23,,38,34,,,46,44,0.905,8.6,0.941,,,,337,WOODLAWN
610501,Austin Polytechnical Academy High School,HS,231 N Pine Ave ,Chicago,IL,60644,West Side High School Network,WEST SIDE COLLABORATIVE,38,,45,53,,,,,0.701,21.5,0.952,8.5,,,250,AUSTIN
609786,Avalon Park Elementary School,ES,8045 S Kenwood Ave ,Chicago,IL,60619,Skyway Elementary Network,SOUTH SIDE COLLABORATIVE,32,24,38,32,32,16,46,45,0.921,52.1,0.964,,,,398,AVALON PARK
609871,Barbara Vick Early Childhood & Family Center,ES,2554 W 113th St ,Chicago,IL,60655,Rock Island Elementary Network,FAR SOUTH SIDE COLLABORATIVE,,,,,,,66,60,0.609,0,0.955,,,,204,MORGAN PARK
609922,Belmont-Cragin Elementary School,ES,2456 N Mango Ave ,Chicago,IL,60639,Fullerton Elementary Network,NORTH-NORTHWEST SIDE COLLABORATIVE,75,81,67,66,45,53,55,54,0.953,1.3,0.968,,,,634,BELMONT CRAGIN
609764,Benito Juarez Community Academy High School,HS,2150 S Laflin St ,Chicago,IL,60608,West Side High School Network,WEST SIDE COLLABORATIVE,46,53,44,45,49,48,,,0.837,17.2,0.958,14.8,56.2,48.8,1683,LOWER WEST SIDE
610265,Benjamin Banneker Elementary School,ES,6656 S Normal Blvd ,Chicago,IL,60621,Englewood-Gresham Elementary Network,SOUTHWEST SIDE COLLABORATIVE,36,,35,58,,,,,0.913,26.9,0.939,,,,302,ENGLEWOOD
610290,Benjamin E Mays Elementary Academy,ES,838 W Marquette Rd ,Chicago,IL,60621,Englewood-Gresham Elementary Network,SOUTHWEST SIDE COLLABORATIVE,27,23,55,48,41,37,,,0.955,0.3,0.966,,,,301,ENGLEWOOD
610076,Bernhard Moos Elementary School,ES,1711 N California Ave ,Chicago,IL,60647,Fulton Elementary Network,WEST SIDE COLLABORATIVE,50,34,47,32,34,31,,,0.93,45.5,0.963,,,,429,WEST TOWN
610150,Betsy Ross Elementary School,ES,6059 S Wabash Ave ,Chicago,IL,60637,Burnham Park Elementary Network,SOUTH SIDE COLLABORATIVE,39,,51,50,,,37,44,0.889,64.1,0.939,,,,350,WASHINGTON PARK
610175,Beulah Shoesmith Elementary School,ES,1330 E 50th St ,Chicago,IL,60615,Burnham Park Elementary Network,SOUTH SIDE COLLABORATIVE,45,54,40,39,37,41,49,45,0.947,0.3,0.948,,,,325,KENWOOD
610087,Blair Early Childhood Center,ES,6751 W 63rd Pl ,Chicago,IL,60638,Midway Elementary Network,SOUTHWEST SIDE COLLABORATIVE,,64,,,61,66,58,65,0.802,0.8,0.948,,,,137,CLEARING
609969,Bret Harte Elementary School,ES,1556 E 56th St ,Chicago,IL,60637,Burnham Park Elementary Network,SOUTH SIDE COLLABORATIVE,63,,77,76,,,47,44,0.942,17.9,0.954,,,,340,HYDE PARK
610106,Brian Piccolo Elementary Specialty School,ES,1040 N Keeler Ave ,Chicago,IL,60651,Garfield-Humboldt Elementary Network,WEST SIDE COLLABORATIVE,27,,29,31,,,,,0.906,65.8,0.95,,,,549,HUMBOLDT PARK
610317,Brighton Park Elementary School,ES,3825 S Washtenaw Ave ,Chicago,IL,60632,Pershing Elementary Network,SOUTHWEST SIDE COLLABORATIVE,55,,49,43,,,,,0.963,2.6,0.959,,,,691,BRIGHTON PARK
610381,Bronzeville Scholastic Academy High School,HS,4934 S Wabash Ave ,Chicago,IL,60615,South Side High School Network,SOUTH SIDE COLLABORATIVE,41,38,42,43,32,15,51,43,0.923,16.2,0.956,14.7,85.3,73.2,550,GRAND BOULEVARD
609821,Burnham Elementary Inclusive Academy,ES,1903 E 96th St ,Chicago,IL,60617,Lake Calumet Elementary Network,FAR SOUTH SIDE COLLABORATIVE,61,77,85,99,65,71,54,47,0.955,29.4,0.969,,,,286,SOUTH DEERING
609827,Burnside Elementary Scholastic Academy,ES,650 E 91st Pl ,Chicago,IL,60619,Skyway Elementary Network,SOUTH SIDE COLLABORATIVE,51,,58,70,,,48,47,0.949,8.9,0.949,,,,766,CHATHAM
610353,Calmeca Academy of Fine Arts and Dual Language,ES,3456 W 38th St ,Chicago,IL,60632,Pershing Elementary Network,SOUTHWEST SIDE COLLABORATIVE,58,67,59,72,64,55,51,57,0.965,1.9,0.969,,,,792,BRIGHTON PARK
609729,Carl Schurz High School,HS,3601 N Milwaukee Ave ,Chicago,IL,60641,North-Northwest Side High School Network,NORTH-NORTHWEST SIDE COLLABORATIVE,48,36,36,29,30,31,,,0.812,13.8,0.96,9.7,62.1,40.4,2366,IRVING PARK
610039,Carl von Linne Elementary School,ES,3221 N Sacramento Ave ,Chicago,IL,60618,Fullerton Elementary Network,NORTH-NORTHWEST SIDE COLLABORATIVE,68,49,66,75,37,44,50,55,0.958,1.8,0.963,,,,644,AVOLE
610238,Carrie Jacobs Bond Elementary School,ES,7050 S May St ,Chicago,IL,60621,Englewood-Gresham Elementary Network,SOUTHWEST SIDE COLLABORATIVE,54,49,67,63,39,32,53,52,0.917,18.8,0.943,,,,343,ENGLEWOOD
609839,Carroll-Rosenwald Specialty Elementary School,ES,2929 W 83rd St ,Chicago,IL,60652,Midway Elementary Network,SOUTHWEST SIDE COLLABORATIVE,35,,12,12,,,48,47,0.948,27.8,0.956,,,,537,ASHBURN
610345,Carter G Woodson South Elementary School,ES,4414 S Evans ,Chicago,IL,60653,Burnham Park Elementary Network,SOUTH SIDE COLLABORATIVE,26,27,2,1,30,41,44,47,0.919,70.5,0.947,,,,329,GRAND BOULEVARD
610148,Cesar E Chavez Multicultural Academic Center Elementary School,ES,4747 S Marshfield Ave ,Chicago,IL,60609,Pershing Elementary Network,SOUTHWEST SIDE COLLABORATIVE,54,52,63,52,57,50,45,51,0.951,11.1,0.961,,,,915,NEW CITY
609679,Charles Allen Prosser Career Academy High School,HS,2148 N Long Ave ,Chicago,IL,60639,North-Northwest Side High School Network,NORTH-NORTHWEST SIDE COLLABORATIVE,59,47,53,51,37,44,46,45,0.86,9.7,0.944,27.7,78.7,58,1415,BELMONT CRAGIN
610005,Charles Evans Hughes Elementary School,ES,4247 W 15th St ,Chicago,IL,60623,Austin-North Lawle Elementary Network,WEST SIDE COLLABORATIVE,42,,82,72,,,,,0.944,0,0.947,,,,315,NORTH LAWLE
609879,Charles Gates Dawes Elementary School,ES,3810 W 81st Pl ,Chicago,IL,60652,Midway Elementary Network,SOUTHWEST SIDE COLLABORATIVE,44,38,27,30,60,54,50,48,0.957,35.6,0.956,,,,1032,ASHBURN
609966,Charles G Hammond Elementary School,ES,2819 W 21st Pl ,Chicago,IL,60623,Pilsen-Little Village Elementary Network,WEST SIDE COLLABORATIVE,40,,41,43,,,43,45,0.953,8.5,0.952,,,,446,SOUTH LAWLE
610366,Charles H Wacker Elementary School,ES,9746 S Morgan St ,Chicago,IL,60643,Rock Island Elementary Network,FAR SOUTH SIDE COLLABORATIVE,32,,34,32,,,50,41,0.934,11.5,0.934,,,,246,WASHINGTON HEIGHTS
610030,Charles Kozminski Elementary Community Academy,ES,936 E 54th St ,Chicago,IL,60615,Burnham Park Elementary Network,SOUTH SIDE COLLABORATIVE,36,,35,40,,,39,42,0.92,55.6,0.944,,,,403,HYDE PARK
609996,Charles N Holden Elementary School,ES,1104 W 31st St ,Chicago,IL,60608,Pershing Elementary Network,SOUTHWEST SIDE COLLABORATIVE,53,44,50,35,53,51,54,50,0.949,4.7,0.96,,,,600,BRIDGEPORT
609833,Charles P Caldwell Academy of Math & Science Elementary School,ES,8546 S Cregier ,Chicago,IL,60617,Skyway Elementary Network,SOUTH SIDE COLLABORATIVE,25,31,40,44,28,25,44,47,0.927,30.7,0.947,,,,291,AVALON PARK
609732,Charles P Steinmetz Academic Centre High School,HS,3030 N Mobile Ave ,Chicago,IL,60634,North-Northwest Side High School Network,NORTH-NORTHWEST SIDE COLLABORATIVE,26,35,29,34,36,32,,,0.792,30.4,0.962,16.3,56.7,47,1890,BELMONT CRAGIN
609875,Charles R Darwin Elementary School,ES,3116 W Belden Ave ,Chicago,IL,60647,Fullerton Elementary Network,NORTH-NORTHWEST SIDE COLLABORATIVE,58,40,44,34,31,46,49,54,0.956,33.8,0.962,,,,622,LOGAN SQUARE
609986,Charles R Henderson Elementary School,ES,5650 S Wolcott Ave ,Chicago,IL,60636,Englewood-Gresham Elementary Network,SOUTHWEST SIDE COLLABORATIVE,16,,32,38,,,46,44,0.892,80.6,0.936,,,,407,WEST ENGLEWOOD
609813,Charles S Brownell Elementary School,ES,6741 S Michigan Ave ,Chicago,IL,60637,Skyway Elementary Network,SOUTH SIDE COLLABORATIVE,20,16,79,82,20,19,48,46,0.928,14.1,0.955,,,,310,GREATER GRAND CROSSING
609883,Charles S Deneen Elementary School,ES,7240 S Wabash Ave ,Chicago,IL,60619,AUSL Schools,SOUTH SIDE COLLABORATIVE,55,33,49,51,15,49,,,0.938,39.5,0.971,,,,551,GREATER GRAND CROSSING
610194,Charles Sumner  Math & Science Community Acad Elementary School,ES,4320 W 5th Ave ,Chicago,IL,60624,Garfield-Humboldt Elementary Network,WEST SIDE COLLABORATIVE,41,27,44,48,30,34,48,46,0.939,12.3,0.969,,,,430,WEST GARFIELD PARK
609897,Charles W Earle Elementary School,ES,6121 S Hermitage Ave ,Chicago,IL,60636,Englewood-Gresham Elementary Network,SOUTHWEST SIDE COLLABORATIVE,24,,62,71,,,53,48,0.938,16.9,0.946,,,,331,WEST ENGLEWOOD
610248,Chicago Academy Elementary School,ES,3400 N Austin Ave ,Chicago,IL,60634,AUSL Schools,NORTH-NORTHWEST SIDE COLLABORATIVE,66,,40,22,,,47,51,0.963,6,0.961,,,,601,DUNNING
610340,Chicago Academy High School,HS,3400 N Austin Ave ,Chicago,IL,60634,AUSL Schools,NORTH-NORTHWEST SIDE COLLABORATIVE,58,35,57,53,56,57,,,0.931,6.3,0.961,23.9,70.1,64.2,502,DUNNING
609753,Chicago High School for Agricultural Sciences,HS,3857 W 111th St ,Chicago,IL,60655,Far South Side High School Network,FAR SOUTH SIDE COLLABORATIVE,87,77,49,47,57,40,52,55,0.928,5.2,0.952,30.7,70.7,79.6,579,MOUNT GREENWOOD
609754,Chicago Military Academy High School,HS,3519 S Giles Ave ,Chicago,IL,60653,South Side High School Network,SOUTH SIDE COLLABORATIVE,32,,23,35,,,,,0.903,28.2,0.956,24.4,83.6,69.3,483,DOUGLAS
609674,Chicago Vocational Career Academy High School,HS,2100 E 87th St ,Chicago,IL,60617,South Side High School Network,SOUTH SIDE COLLABORATIVE,27,43,21,30,34,39,,,0.688,33.3,0.946,7,49.5,54,833,AVALON PARK
609899,Christian Ebinger Elementary School,ES,7350 W Pratt Ave ,Chicago,IL,60631,O'Hare Elementary Network,NORTH-NORTHWEST SIDE COLLABORATIVE,78,72,66,50,26,62,52,43,0.959,9.3,0.952,,,,650,EDISON PARK
609705,Christian Fenger Academy High School,HS,11220 S Wallace St ,Chicago,IL,60628,Far South Side High School Network,FAR SOUTH SIDE COLLABORATIVE,36,28,41,32,46,42,,,0.744,49.8,0.954,11.3,34.8,36.7,688,ROSELAND
609863,Christopher Columbus Elementary School,ES,1003 N Leavitt St ,Chicago,IL,60622,Fulton Elementary Network,WEST SIDE COLLABORATIVE,66,,57,55,,,54,48,0.955,2.4,0.969,,,,309,WEST TOWN
609790,Clara Barton Elementary School,ES,7650 S Wolcott Ave ,Chicago,IL,60620,Englewood-Gresham Elementary Network,SOUTHWEST SIDE COLLABORATIVE,25,42,28,34,77,59,51,49,0.917,25.3,0.964,,,,602,AUBURN GRESHAM
610347,Claremont Academy Elementary School,ES,2300 W 64th St ,Chicago,IL,60636,Midway Elementary Network,SOUTHWEST SIDE COLLABORATIVE,36,33,50,51,62,59,46,52,0.925,64.2,0.962,,,,531,CHICAGO LAWN
610499,Collins Academy High School,HS,1313 S Sacramento Dr ,Chicago,IL,60623,AUSL Schools,WEST SIDE COLLABORATIVE,60,42,51,46,47,48,54,56,0.914,2.9,0.966,20.5,,,409,NORTH LAWLE
610170,Columbia Explorers Elementary Academy,ES,4520 S Kedzie Ave ,Chicago,IL,60632,Pershing Elementary Network,SOUTHWEST SIDE COLLABORATIVE,59,64,59,63,65,72,52,55,0.954,8.9,0.971,,,,1038,BRIGHTON PARK
610004,Countee Cullen Elementary School,ES,10650 S Eberhart Ave ,Chicago,IL,60628,Rock Island Elementary Network,FAR SOUTH SIDE COLLABORATIVE,14,,28,34,,,,,0.941,36.9,0.963,,,,233,ROSELAND
609781,Crispus Attucks Elementary School,ES,5055 S State St ,Chicago,IL,60609,Burnham Park Elementary Network,SOUTH SIDE COLLABORATIVE,45,76,64,57,81,85,,,0.952,12.5,0.935,,,,274,GRAND BOULEVARD
609873,Crown Community Academy of Fine Arts Center Elementary School,ES,2128 S Saint Louis Ave ,Chicago,IL,60623,Austin-North Lawle Elementary Network,WEST SIDE COLLABORATIVE,27,39,51,52,45,31,49,51,0.925,100.5,0.967,,,,298,NORTH LAWLE
610063,Cyrus H McCormick Elementary School,ES,2712 S Sawyer Ave ,Chicago,IL,60623,Pilsen-Little Village Elementary Network,WEST SIDE COLLABORATIVE,,60,,,61,54,52,56,0.959,4.7,0.959,,,,894,SOUTH LAWLE
609804,Daniel Boone Elementary School,ES,6710 N Washtenaw Ave ,Chicago,IL,60645,Ravenswood-Ridge Elementary Network,NORTH-NORTHWEST SIDE COLLABORATIVE,52,50,47,48,45,53,50,49,0.955,10.5,0.954,,,,752,WEST RIDGE
610083,Daniel C Beard Elementary School,ES,6445 W Strong St ,Chicago,IL,60656,O'Hare Elementary Network,NORTH-NORTHWEST SIDE COLLABORATIVE,,,,,,,57,58,0.919,0,0.943,,,,160,NORWOOD PARK
610380,Daniel Hale Williams Prep School of Medicine,HS,4934 S Wabash Ave ,Chicago,IL,60615,South Side High School Network,SOUTH SIDE COLLABORATIVE,50,,45,54,,,,,0.913,5.4,0.967,32.7,,,324,GRAND BOULEVARD
609870,Daniel J Corkery Elementary School,ES,2510 S Kildare Ave ,Chicago,IL,60623,Pilsen-Little Village Elementary Network,WEST SIDE COLLABORATIVE,39,,31,29,,,,,0.947,18.1,0.972,,,,631,SOUTH LAWLE
609835,Daniel R Cameron Elementary School,ES,1234 N Monticello Ave ,Chicago,IL,60651,Garfield-Humboldt Elementary Network,WEST SIDE COLLABORATIVE,42,,49,50,,,46,46,0.926,153.9,0.962,,,,828,HUMBOLDT PARK
610223,Daniel S Wentworth Elementary School,ES,6950 S Sangamon St ,Chicago,IL,60621,Englewood-Gresham Elementary Network,SOUTHWEST SIDE COLLABORATIVE,30,32,34,36,31,32,,,0.916,73.8,0.959,,,,365,ENGLEWOOD
610221,Daniel Webster Elementary School,ES,4055 W Arthington St ,Chicago,IL,60624,Garfield-Humboldt Elementary Network,WEST SIDE COLLABORATIVE,48,56,81,66,46,44,45,55,0.948,5.7,0.972,,,,370,WEST GARFIELD PARK
609704,David G Farragut Career Academy High School,HS,2345 S Christiana Ave ,Chicago,IL,60623,West Side High School Network,WEST SIDE COLLABORATIVE,43,,42,32,,,,,0.861,18.6,0.952,13.4,43.2,31.3,1456,SOUTH LAWLE
610402,DeVry University Advantage Academy High School,HS,3300 N Campbell ,Chicago,IL,60618,North-Northwest Side High School Network,NORTH-NORTHWEST SIDE COLLABORATIVE,,,,,,,58,55,0.967,0,0.945,40.6,,63.3,200,NORTH CENTER
609885,Dewey Elementary Academy of Fine Arts,ES,5415 S Union Ave ,Chicago,IL,60609,Pershing Elementary Network,SOUTHWEST SIDE COLLABORATIVE,41,,42,35,,,52,58,0.907,26.3,0.955,,,,357,NEW CITY
609859,DeWitt Clinton Elementary School,ES,6110 N Fairfield Ave ,Chicago,IL,60659,Ravenswood-Ridge Elementary Network,NORTH-NORTHWEST SIDE COLLABORATIVE,47,41,47,52,41,36,,,0.953,14.8,0.954,,,,1139,WEST RIDGE
610515,Disney II Magnet School,ES,3815 N Kedvale Ave ,Chicago,IL,60641,O'Hare Elementary Network,NORTH-NORTHWEST SIDE COLLABORATIVE,,99,,,75,53,62,58,0.973,0,0.965,,,,363,IRVING PARK
610077,Donald Morrill Math & Science Elementary School,ES,6011 S Rockwell St ,Chicago,IL,60629,Midway Elementary Network,SOUTHWEST SIDE COLLABORATIVE,28,25,32,39,35,32,44,49,0.934,19.6,0.948,,,,823,CHICAGO LAWN
610198,Douglas Taylor Elementary School,ES,9912 S Avenue H ,Chicago,IL,60617,Lake Calumet Elementary Network,FAR SOUTH SIDE COLLABORATIVE,34,,20,1,,,42,45,0.951,16.6,0.943,,,,632,EAST SIDE
610533,Dr Jorge Prieto Math and Science,ES,2231 N Central Ave ,Chicago,IL,60639,Fullerton Elementary Network,NORTH-NORTHWEST SIDE COLLABORATIVE,,,,,,,52,58,0.947,7,0.969,,,,1001,BELMONT CRAGIN
609751,Dr  Martin Luther King  Jr  College Prep High School,HS,4445 S Drexel Blvd ,Chicago,IL,60653,South Side High School Network,SOUTH SIDE COLLABORATIVE,,,,,,,56,52,0.929,4.4,0.963,31.9,75.4,85.1,915,KENWOOD
610266,Dumas Technology Academy,ES,6650 S Ellis Ave ,Chicago,IL,60637,Burnham Park Elementary Network,SOUTH SIDE COLLABORATIVE,19,,25,49,,,48,53,0.925,38.4,0.956,,,,381,WOODLAWN
610188,Dunne Technology Academy,ES,10845 S Union Ave ,Chicago,IL,60628,Rock Island Elementary Network,FAR SOUTH SIDE COLLABORATIVE,46,53,65,71,51,59,49,47,0.946,22.8,0.964,,,,310,ROSELAND
