Date,Bullish,Neutral,Bearish,Total,S&P 500 Weekly High,S&P 500 Weekly Low,S&P 500 Weekly Close
8/21/2014,0.461078,0.302395,0.236527,1,1988.57,1928.29,1986.51
8/14/2014,0.398119,0.332288,0.269592,1,1936.34,1904.78,1946.72
8/7/2014,0.308869,0.308869,0.382263,1,1984.85,1911.45,1920.24
7/31/2014,0.311224,0.377551,0.311224,1,1991.39,1962.42,1970.07
7/24/2014,0.296296,0.404321,0.299383,1,1989.23,1955.59,1987.01
7/17/2014,0.323625,0.391586,0.28479,1,1983.94,1952.86,1981.57
7/10/2014,0.376404,0.337079,0.286517,1,1985.59,1958.22,1972.83
7/3/2014,0.385075,0.391045,0.223881,1,1978.58,1944.69,1974.62
6/26/2014,0.372208,0.416873,0.210918,1,1968.17,1933.55,1959.53
6/19/2014,0.351744,0.406977,0.241279,1,1957.74,1925.78,1956.98
6/12/2014,0.446875,0.340625,0.2125,1,1955.55,1918.6,1943.89
6/5/2014,0.395062,0.382716,0.222222,1,1928.63,1902.01,1927.88
5/29/2014,0.364641,0.403315,0.232044,1,1914.46,1868.14,1909.78
5/22/2014,0.304348,0.431677,0.263975,1,1902.17,1862.36,1888.03
5/15/2014,0.33121,0.442675,0.226115,1,1902.17,1859.79,1888.53
5/8/2014,0.283439,0.429936,0.286624,1,1891.33,1859.79,1878.21
5/1/2014,0.297735,0.407767,0.294498,1,1885.2,1850.61,1883.95
4/24/2014,0.345029,0.394737,0.260234,1,1884.89,1815.8,1875.39
4/17/2014,0.272171,0.385321,0.342508,1,1872.53,1814.36,1862.31
4/10/2014,0.284768,0.374172,0.34106,1,1897.28,1837.49,1872.18
4/3/2014,0.353571,0.378571,0.267857,1,1893.17,1842.11,1890.9
3/27/2014,0.311615,0.402266,0.286119,1,1883.97,1849.69,1852.56
3/20/2014,0.367816,0.37069,0.261494,1,1882.35,1839.57,1860.77
3/13/2014,0.413408,0.318436,0.268156,1,1883.57,1849.23,1868.2
3/6/2014,0.405099,0.328612,0.266289,1,1876.53,1834.44,1873.81
2/27/2014,0.396907,0.391753,0.21134,1,1858.71,1824.58,1845.16
2/20/2014,0.422,0.35,0.228,1,1847.5,1826.99,1828.75
2/13/2014,0.401478,0.325123,0.273399,1,1826.55,1737.92,1819.26
2/6/2014,0.27896,0.356974,0.364066,1,1798.77,1737.92,1751.64
1/30/2014,0.321839,0.350575,0.327586,1,1850.84,1815.52,1844.86
1/23/2014,0.381201,0.381201,0.237598,1,1850.84,1815.52,1844.86
1/16/2014,0.38992,0.395225,0.214854,1,1850.84,1815.52,1848.38
1/9/2014,0.43617,0.31383,0.25,1,1849.44,1823.73,1837.49
1/2/2014,0.430894,0.276423,0.292683,1,1849.44,1810.25,1848.36
12/26/2013,0.550562,0.264045,0.185393,1,1833.32,1767.99,1833.32
12/19/2013,0.474576,0.274576,0.250847,1,1811.08,1767.99,1810.65
12/12/2013,0.412651,0.337349,0.25,1,1811.52,1779.09,1782.22
12/5/2013,0.426415,0.298113,0.275472,1,1813.55,1779.09,1792.81
11/28/2013,0.473016,0.244444,0.28254,1,1808.42,1777.23,1807.23
11/21/2013,0.343931,0.361272,0.294798,1,1802.33,1760.64,1781.37
11/14/2013,0.391975,0.333333,0.274691,1,1782,1746.2,1782
11/7/2013,0.454829,0.327103,0.218069,1,1775.22,1752.7,1770.49
10/31/2013,0.449664,0.33557,0.214765,1,1775.22,1740.5,1763.31
10/24/2013,0.492013,0.332268,0.175719,1,1759.33,1695.93,1746.38
10/17/2013,0.462783,0.288026,0.249191,1,1721.76,1646.47,1721.54
10/10/2013,0.413284,0.250923,0.335793,1,1696.55,1646.47,1656.4
10/3/2013,0.378378,0.320946,0.300676,1,1725.23,1674.99,1693.87
9/26/2013,0.360544,0.333333,0.306122,1,1729.86,1691.7,1692.77
9/19/2013,0.451128,0.25188,0.296992,1,1729.44,1674.32,1725.52
9/12/2013,0.45515,0.299003,0.245847,1,1689.13,1633.41,1689.13
9/5/2013,0.3553,0.3322,0.3125,1,1655.72,1628.05,1653.08
8/29/2013,0.335404,0.357143,0.307453,1,1669.51,1627.47,1634.96
8/22/2013,0.289575,0.281853,0.428571,1,1696.81,1639.43,1642.8
8/15/2013,0.34507,0.373239,0.28169,1,1705.79,1682.62,1685.39
8/8/2013,0.394984,0.338558,0.266458,1,1709.67,1682.42,1690.91
8/1/2013,0.356164,0.393836,0.25,1,1698.78,1676.03,1685.73
7/25/2013,0.451178,0.323232,0.225589,1,1698.78,1671.84,1685.94
7/18/2013,0.477352,0.310105,0.212544,1,1684.75,1642.89,1680.91
7/11/2013,0.489362,0.32766,0.182979,1,1657.92,1604.57,1652.62
7/4/2013,0.419929,0.341637,0.238434,1,1632.07,1592.27,1631.89
6/27/2013,0.302752,0.345566,0.351682,1,1654.19,1560.33,1603.26
6/20/2013,0.374532,0.325843,0.299625,1,1654.19,1608.07,1628.93
6/13/2013,0.32973,0.324324,0.345946,1,1648.69,1598.23,1612.52
6/6/2013,0.294737,0.315789,0.389474,1,1674.21,1607.09,1608.9
5/30/2013,0.359684,0.343874,0.296443,1,1663.52,1636.42,1648.36
5/23/2013,0.489726,0.294521,0.215753,1,1687.18,1633.75,1655.35
5/16/2013,0.384858,0.321767,0.293375,1,1661.49,1616.64,1658.78
5/9/2013,0.407942,0.31769,0.274368,1,1632.78,1581.28,1632.69
5/2/2013,0.309859,0.330986,0.359155,1,1597.57,1562.5,1582.7
4/25/2013,0.282895,0.328947,0.388158,1,1583,1536.03,1578.79
4/18/2013,0.268493,0.249315,0.482192,1,1597.35,1543.69,1552.01
4/11/2013,0.193103,0.262069,0.544828,1,1589.07,1539.5,1587.73
4/4/2013,0.35493,0.36338,0.28169,1,1573.66,1546.22,1553.69
3/28/2013,0.383954,0.329513,0.286533,1,1564.91,1538.57,1562.85
3/21/2013,0.389439,0.277228,0.333333,1,1563.62,1538.57,1558.71
3/14/2013,0.4542,0.2255,0.3203,1,1556.77,1541.46,1554.52
3/7/2013,0.310559,0.304348,0.385093,1,1545.25,1485.01,1541.46
2/28/2013,0.283912,0.350158,0.365931,1,1530.94,1485.01,1515.99
2/21/2013,0.417857,0.257143,0.325,1,1530.94,1511.41,1511.95
2/14/2013,0.422535,0.290141,0.287324,1,1524.69,1495.71,1520.33
2/7/2013,0.427673,0.27673,0.295597,1,1514.96,1495.02,1512.12
1/31/2013,0.480447,0.276536,0.243017,1,1509.94,1481.16,1501.96
1/24/2013,0.523392,0.233918,0.24269,1,1496.13,1463.76,1494.81
1/17/2013,0.439437,0.287324,0.273239,1,1473.96,1451.64,1472.63
1/10/2013,0.464497,0.266272,0.269231,1,1467.94,1398.11,1461.02
1/3/2013,0.387097,0.250896,0.362007,1,1462.43,1398.11,1462.42
12/27/2012,0.44403,0.253731,0.302239,1,1443.7,1416.43,1419.83
12/20/2012,0.464,0.288,0.248,1,1448,1411.88,1435.81
12/13/2012,0.432331,0.266917,0.300752,1,1438.59,1398.23,1428.48
12/6/2012,0.422222,0.231746,0.346032,1,1416.34,1385.43,1409.28
11/28/2012,0.409266,0.247104,0.343629,1,1409.15,1359.88,1409.93
11/22/2012,0.358156,0.234043,0.407801,1,1391.25,1343.35,1391.03
11/15/2012,0.288235,0.223529,0.488235,1,1433.38,1352.5,1355.49
11/8/2012,0.384977,0.215962,0.399061,1,1433.38,1388.14,1394.53
11/1/2012,0.357377,0.232787,0.409836,1,1457.34,1403.28,1412.16
10/25/2012,0.292453,0.27673,0.430818,1,1464.02,1407.1,1408.75
10/18/2012,0.286604,0.267913,0.445483,1,1462.2,1425.53,1460.91
10/11/2012,0.305755,0.305755,0.388489,1,1470.96,1430.64,1432.56
10/4/2012,0.338608,0.329114,0.332278,1,1463.24,1430.53,1450.99
9/27/2012,0.361011,0.274368,0.364621,1,1467.07,1430.53,1433.32
9/20/2012,0.375,0.287162,0.337838,1,1474.51,1429.13,1461.05
9/13/2012,0.364583,0.305556,0.329861,1,1439.15,1396.56,1436.56
9/6/2012,0.330579,0.338843,0.330579,1,1416.17,1396.56,1403.44
8/30/2012,0.347222,0.326389,0.326389,1,1426.68,1398.04,1410.49
8/23/2012,0.41958,0.321678,0.258741,1,1426.68,1400.6,1413.49
8/16/2012,0.368421,0.350877,0.280702,1,1410.03,1394.46,1405.53
8/9/2012,0.364706,0.361765,0.273529,1,1407.14,1354.65,1402.22
8/2/2012,0.304478,0.346269,0.349254,1,1391.74,1329.24,1375.14
7/26/2012,0.28115,0.28754,0.43131,1,1380.39,1329.24,1337.89
7/19/2012,0.2219,0.360231,0.417867,1,1375.26,1325.41,1372.78
7/12/2012,0.302251,0.350482,0.347267,1,1374.81,1333.25,1341.45
7/5/2012,0.3264,0.3403,0.3333,1,1374.81,1313.29,1374.02
6/28/2012,0.286689,0.269625,0.443686,1,1363.46,1309.27,1331.85
6/21/2012,0.328904,0.312292,0.358804,1,1363.46,1306.62,1355.69
6/14/2012,0.340351,0.301754,0.357895,1,1335.52,1274.16,1314.88
6/7/2012,0.27451,0.267974,0.457516,1,1334.93,1266.74,1315.13
5/31/2012,0.280156,0.299611,0.420233,1,1334.93,1295.73,1313.32
5/24/2012,0.304688,0.308594,0.386719,1,1344.94,1291.98,1318.86
5/17/2012,0.235821,0.304478,0.459701,1,1369.16,1324.79,1324.8
5/10/2012,0.253968,0.325397,0.420635,1,1415.32,1343.13,1354.58
5/3/2012,0.354015,0.361314,0.284672,1,1415.32,1366.82,1402.31
4/26/2012,0.276423,0.349593,0.373984,1,1392.76,1358.79,1390.69
4/19/2012,0.311787,0.34981,0.338403,1,1392.76,1357.38,1385.14
4/12/2012,0.281385,0.30303,0.415584,1,1422.38,1357.38,1368.71
4/5/2012,0.381743,0.340249,0.278008,1,1422.38,1391.56,1398.96
3/29/2012,0.4247,0.3205,0.2548,1,1419.15,1386.87,1405.54
3/22/2012,0.423841,0.298013,0.278146,1,1414,1371.92,1402.89
3/15/2012,0.456067,0.271967,0.271967,1,1399.42,1340.03,1394.28
3/8/2012,0.42379,0.28624,0.28996,1,1378.04,1340.03,1352.63
3/1/2012,0.44512,0.28658,0.26829,1,1378.04,1352.28,1365.68
2/23/2012,0.43689,0.28802,0.27508,1,1367.76,1340.8,1357.66
2/16/2012,0.42713,0.30653,0.26633,1,1355.87,1335.92,1343.23
2/9/2012,0.51643,0.28169,0.20187,1,1351,1306.69,1349.96
2/2/2012,0.43806,0.31117,0.25075,1,1333.47,1300.49,1324.09
1/26/2012,0.483974,0.32692,0.1891,1,1328.3,1290.22,1326.06
1/19/2012,0.4723,0.2915,0.2361,1,1308.11,1274.55,1308.04
1/12/2012,0.4914,0.3368,0.1718,1,1296.82,1265.26,1295.5
1/5/2012,0.4888,0.3395,0.1716,1,1284.62,1248.64,1277.3
12/29/2011,0.406,0.2857,0.30827,1,1269.37,1202.37,1249.64
12/22/2011,0.33725,0.38039,0.28235,1,1249.86,1202.37,1243.72
12/15/2011,0.4018,0.2616,0.3364,1,1267.06,1209.47,1211.82
12/8/2011,0.3857,0.2666,0.3476,1,1267.06,1191.8,1261.01
12/1/2011,0.3304,0.2753,0.3942,1,1247.11,1158.66,1246.96
11/24/2011,0.3271,0.2901,0.3827,1,1259.61,1158.66,1158.67
